,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2839,05135,01,05,13,15,21,25,11
2840,05134,04,13,14,18,26,30,01
2841,05133,01,07,14,16,18,25,11
2842,05132,02,04,10,18,27,29,15
2843,05131,02,07,10,11,12,24,03
2844,05130,03,05,09,15,20,25,16
2845,05129,05,10,14,20,27,33,03
2846,05128,02,04,14,23,29,33,15
2847,05127,04,06,11,14,23,25,12
2848,05126,02,08,13,19,25,26,09
2849,05125,06,14,18,28,31,32,03
2850,05124,05,06,10,19,31,33,11
2851,05123,11,12,13,17,18,25,07
2852,05122,01,04,07,14,30,32,09
2853,05121,01,07,20,25,31,32,12
2854,05120,01,06,13,18,30,32,14
2855,05119,01,07,11,18,20,22,02
2856,05118,04,09,12,15,26,31,16
2857,05117,06,17,22,27,28,32,03
2858,05116,04,06,08,14,15,30,10
2859,05115,03,12,18,23,30,33,02
2860,05114,06,07,10,15,21,27,06
2861,05113,15,18,20,22,26,27,03
2862,05112,04,12,22,28,29,30,16
2863,05111,03,07,15,16,19,29,09
2864,05110,07,10,16,19,24,25,09
2865,05109,03,05,13,15,17,31,04
2866,05108,03,10,12,24,29,30,06
2867,05107,09,10,20,24,25,26,11
2868,05106,01,11,13,24,26,31,13
2869,05105,04,15,23,30,32,33,03
2870,05104,02,04,21,23,30,33,09
2871,05103,04,07,16,18,23,30,07
2872,05102,02,05,06,14,24,31,12
2873,05101,09,16,19,21,22,24,12
2874,05100,02,04,09,14,16,31,03
2875,05099,10,13,16,22,24,31,09
2876,05098,12,15,19,22,31,33,01
2877,05097,05,10,23,27,28,30,15
2878,05096,04,05,17,18,26,33,04
2879,05095,09,12,18,21,28,29,05
2880,05094,03,05,09,23,27,33,03
2881,05093,04,06,17,23,25,29,14
2882,05092,08,13,19,26,28,31,10
2883,05091,01,11,12,15,26,27,13
2884,05090,01,09,21,25,29,32,03
2885,05089,05,19,20,23,26,31,12
2886,05088,01,03,07,18,20,24,07
2887,05087,08,09,15,16,23,26,08
2888,05086,07,11,12,24,27,29,12
2889,05085,08,09,13,14,20,22,12
2890,05084,01,02,07,15,19,20,03
2891,05083,03,05,09,14,16,30,13
2892,05082,01,07,11,14,19,20,12
2893,05081,02,04,10,12,26,30,03
2894,05080,01,12,14,26,27,32,16
2895,05079,03,09,20,24,25,28,05
2896,05078,03,11,15,20,26,32,11
2897,05077,08,17,22,24,32,33,16
2898,05076,04,09,11,22,25,28,13
2899,05075,11,13,14,16,18,31,14
2900,05074,06,09,18,20,26,29,09
2901,05073,01,06,08,09,18,20,01
2902,05072,06,10,19,20,24,33,11
2903,05071,04,08,12,14,16,22,10
2904,05070,03,04,08,14,16,26,04
2905,05069,07,09,21,24,31,33,12
2906,05068,01,08,10,13,25,33,13
2907,05067,03,12,16,20,21,26,16
2908,05066,02,04,10,11,25,28,05
2909,05065,12,16,17,21,22,23,16
2910,05064,10,18,23,27,30,32,08
2911,05063,02,11,13,18,22,30,04
2912,05062,02,07,11,12,20,23,07
2913,05061,05,09,14,21,23,24,01
2914,05060,09,12,21,25,31,33,13
2915,05059,07,11,14,18,24,29,07
2916,05058,04,06,10,21,25,26,10
2917,05057,05,06,10,15,30,31,13
2918,05056,12,17,19,27,29,31,09
2919,05055,05,20,22,30,32,33,09
2920,05054,05,13,17,18,21,29,14
2921,05053,04,07,10,14,27,29,09
2922,05052,01,02,14,17,30,32,01
2923,05051,03,06,14,19,20,21,02
2924,05050,02,09,12,20,26,32,13
2925,05049,02,03,08,10,25,27,12
2926,05048,06,07,08,10,16,28,02
2927,05047,02,03,05,07,08,27,15
2928,05046,09,16,18,20,22,24,05
2929,05045,01,07,10,15,18,20,10
2930,05044,01,06,16,17,18,22,09
2931,05043,04,05,06,07,08,32,05
2932,05042,11,16,21,26,27,30,15
2933,05041,02,11,16,23,24,29,03
2934,05040,01,12,21,24,30,32,13
2935,05039,02,16,18,19,21,29,09
2936,05038,04,07,11,20,27,28,16
2937,05037,07,12,14,22,24,32,16
2938,05036,12,19,20,21,26,31,15
2939,05035,12,16,21,28,29,30,14
2940,05034,05,17,18,25,28,32,09
2941,05033,07,08,12,14,19,20,07
2942,05032,05,15,19,20,25,29,03
2943,05031,04,10,16,20,23,32,07
2944,05030,01,05,09,14,22,28,05
2945,05029,02,14,21,22,27,30,14
2946,05028,04,09,22,25,26,32,10
2947,05027,01,03,04,06,21,32,15
2948,05026,06,12,14,20,25,26,07
2949,05025,01,07,10,11,13,32,07
2950,05024,05,09,14,27,31,32,13
2951,05023,10,15,19,20,21,25,12
2952,05022,08,10,12,21,32,33,04
2953,05021,02,06,24,26,30,31,16
2954,05020,14,16,19,20,25,29,05
2955,05019,06,11,12,13,19,22,08
2956,05018,01,03,06,22,23,25,06
2957,05017,02,06,10,25,27,31,03
2958,05016,01,05,06,12,16,30,15
2959,05015,04,08,09,16,17,29,15
2960,05014,13,19,21,23,30,32,05
2961,05013,07,08,16,19,20,24,06
2962,05012,02,03,06,16,22,31,05
2963,05011,09,11,13,15,22,30,15
2964,05010,08,10,11,18,25,26,01
2965,05009,02,17,22,27,29,31,14
2966,05008,11,19,22,27,32,33,11
2967,05007,07,15,17,20,23,33,15
2968,05006,02,04,05,15,21,31,16
2969,05005,05,09,20,26,28,33,15
2970,05004,01,04,08,09,22,23,03
2971,05003,09,12,15,19,22,31,16
2972,05002,06,09,20,26,28,33,14
2973,05001,01,07,08,23,27,28,14
2974,04122,03,11,14,22,24,31,15
2975,04121,07,13,16,18,30,32,10
2976,04120,07,08,18,21,27,32,10
2977,04119,06,09,18,20,25,33,06
2978,04118,03,04,07,12,30,31,15
2979,04117,01,03,07,14,24,25,07
2980,04116,01,03,05,08,14,33,03
2981,04115,02,16,20,30,31,33,01
2982,04114,01,06,09,17,21,22,01
2983,04113,08,10,23,25,31,32,07
2984,04112,09,13,15,21,26,33,06
2985,04111,11,16,18,20,26,31,02
2986,04110,14,19,20,21,22,31,11
2987,04109,06,08,10,17,30,31,14
2988,04108,08,13,14,27,28,31,12
2989,04107,01,08,12,13,18,20,07
2990,04106,10,15,23,26,28,29,12
2991,04105,07,09,10,21,23,30,12
2992,04104,07,11,17,18,24,29,05
2993,04103,02,03,05,09,16,21,02
2994,04102,03,09,12,15,28,32,01
2995,04101,02,09,14,19,25,26,15
2996,04100,06,08,09,14,24,33,15
2997,04099,05,10,21,22,26,33,02
2998,04098,03,12,13,25,26,31,03
2999,04097,10,19,20,26,29,31,14
3000,04096,01,04,12,16,20,30,15
3001,04095,19,22,27,28,30,32,01
3002,04094,05,09,10,13,24,25,08
3003,04093,11,14,20,27,32,33,05
3004,04092,01,04,08,13,28,31,02
3005,04091,09,13,14,21,30,33,01
3006,04090,01,18,20,24,32,33,12
3007,04089,14,17,20,25,28,30,14
3008,04088,02,10,19,22,24,32,14
3009,04087,01,03,07,08,25,26,14
3010,04086,10,13,18,19,25,27,01
3011,04085,03,08,11,29,30,32,01
3012,04084,01,04,08,11,21,25,14
3013,04083,14,16,27,28,30,33,06
3014,04082,03,20,24,27,29,30,15
3015,04081,03,05,21,24,27,32,06
3016,04080,03,08,20,23,24,26,16
3017,04079,07,13,14,17,19,30,03
3018,04078,04,05,10,21,24,26,05
3019,04077,08,09,10,14,16,26,07
3020,04076,03,05,13,17,25,31,07
3021,04075,07,18,21,26,27,28,07
3022,04074,05,06,15,19,26,29,13
3023,04073,02,07,13,16,23,28,16
3024,04072,08,15,18,28,30,33,14
3025,04071,03,08,16,17,21,29,06
3026,04070,10,12,21,22,30,33,06
3027,04069,02,11,15,20,22,29,05
3028,04068,02,08,11,13,24,31,15
3029,04067,01,06,07,13,16,32,04
3030,04066,05,13,20,23,24,25,03
3031,04065,13,14,27,29,32,33,08
3032,04064,14,15,18,20,27,31,04
3033,04063,07,10,13,16,27,28,07
3034,04062,01,12,25,27,28,29,13
3035,04061,13,16,19,20,23,33,09
3036,04060,03,05,11,24,27,28,15
3037,04059,04,07,11,19,23,26,10
3038,04058,01,08,11,12,27,31,12
3039,04057,05,21,23,25,28,32,04
3040,04056,01,20,21,25,29,30,02
3041,04055,06,08,19,25,29,32,07
3042,04054,09,11,14,16,27,28,11
3043,04053,02,03,04,09,24,25,02
3044,04052,01,12,14,15,17,29,09
3045,04051,02,03,09,10,15,29,11
3046,04050,06,07,19,21,25,29,02
3047,04049,11,12,14,16,25,29,09
3048,04048,08,09,11,16,17,29,09
3049,04047,01,07,08,11,27,31,06
3050,04046,07,15,16,22,23,32,14
3051,04045,01,12,18,26,27,28,13
3052,04044,02,06,07,12,31,32,05
3053,04043,04,09,10,21,22,24,10
3054,04042,06,10,13,17,18,21,02
3055,04041,08,10,17,22,25,29,14
3056,04040,07,17,19,20,21,29,11
3057,04039,10,16,18,25,26,29,03
3058,04038,11,16,17,25,28,29,07
3059,04037,03,04,11,17,20,26,05
3060,04036,02,13,17,18,26,30,01
3061,04035,02,08,26,27,30,32,16
3062,04034,02,07,13,20,27,30,14
3063,04033,01,04,08,09,19,20,01
3064,04032,02,05,08,11,15,31,13
3065,04031,03,06,19,20,21,24,11
3066,04030,01,07,09,17,26,31,05
3067,04029,09,13,20,22,24,32,05
3068,04028,01,02,03,05,10,22,12
3069,04027,01,05,09,10,18,32,11
3070,04026,04,10,14,18,28,32,15
3071,04025,07,08,10,24,29,33,04
3072,04024,01,13,21,23,25,32,06
3073,04023,01,08,14,17,19,30,03
3074,04022,03,10,14,19,20,30,06
3075,04021,05,09,11,17,26,27,10
3076,04020,01,02,09,22,28,31,04
3077,04019,05,10,11,23,24,32,04
3078,04018,02,05,06,08,28,30,06
3079,04017,05,12,14,15,25,31,09
3080,04016,04,07,08,28,30,32,05
3081,04015,01,03,05,18,22,23,13
3082,04014,03,07,11,17,20,26,12
3083,04013,12,14,21,29,30,32,13
3084,04012,01,07,27,30,31,33,08
3085,04011,01,04,13,23,28,30,03
3086,04010,06,07,08,13,14,19,15
3087,04009,01,09,10,16,22,24,11
3088,04008,01,07,10,22,32,33,13
3089,04007,04,12,17,20,25,28,09
3090,04006,04,12,18,20,23,32,06
3091,04005,09,11,13,16,17,18,07
3092,04004,10,19,22,23,25,29,09
3093,04003,03,05,06,17,26,33,08
3094,04002,10,12,18,22,30,31,11
3095,04001,01,02,03,07,10,25,07
3096,03089,18,19,21,26,27,33,16
3097,03088,03,10,21,22,24,33,12
3098,03087,02,03,04,05,24,28,13
3099,03086,05,12,16,18,26,30,13
3100,03085,01,04,11,12,19,27,14
3101,03084,02,06,07,10,17,33,03
3102,03083,01,03,14,18,26,28,01
3103,03082,07,17,18,19,30,31,14
3104,03081,01,02,14,26,29,30,07
3105,03080,09,20,24,25,28,30,10
3106,03079,12,15,22,23,26,31,04
3107,03078,07,12,23,26,29,30,11
3108,03077,04,12,16,22,24,25,06
3109,03076,01,13,16,18,20,29,02
3110,03075,16,17,19,22,31,33,11
3111,03074,02,12,19,22,27,32,01
3112,03073,02,12,14,21,23,30,13
3113,03072,03,06,08,11,19,27,11
3114,03071,09,11,12,14,15,33,11
3115,03070,01,02,04,17,18,19,08
3116,03069,07,11,16,19,26,28,11
3117,03068,09,19,25,27,32,33,11
3118,03067,05,11,12,13,27,31,10
3119,03066,03,07,08,20,24,32,14
3120,03065,06,15,16,17,30,33,11
3121,03064,04,06,08,12,15,30,01
3122,03063,05,08,09,14,21,33,11
3123,03062,01,06,12,19,20,32,14
3124,03061,03,05,20,21,28,32,02
3125,03060,02,04,06,17,21,28,11
3126,03059,02,03,05,06,18,30,04
3127,03058,09,11,16,28,32,33,02
3128,03057,18,19,24,25,30,31,16
3129,03056,08,17,21,26,28,29,07
3130,03055,06,13,16,21,28,31,16
3131,03054,02,05,09,21,31,33,12
3132,03053,15,19,20,21,28,29,13
3133,03052,01,12,13,23,30,31,11
3134,03051,04,13,15,17,24,27,01
3135,03050,02,08,17,23,24,26,13
3136,03049,03,06,07,13,24,25,15
3137,03048,10,12,20,28,30,31,09
3138,03047,03,17,26,28,32,33,16
3139,03046,07,08,10,11,17,26,11
3140,03045,03,07,14,15,17,32,03
3141,03044,02,05,09,16,32,33,15
3142,03043,02,08,10,19,20,32,13
3143,03042,03,05,07,10,15,20,07
3144,03041,02,03,17,18,24,25,11
3145,03040,04,05,06,12,14,23,16
3146,03039,03,05,23,24,27,32,03
3147,03038,05,07,08,24,25,27,16
3148,03037,09,14,17,18,26,32,07
3149,03036,07,21,24,25,27,28,15
3150,03035,03,04,05,08,10,11,08
3151,03034,08,13,14,16,23,25,14
3152,03033,01,07,14,20,27,30,10
3153,03032,04,11,25,27,29,30,13
3154,03031,11,17,20,22,28,32,01
3155,03030,02,06,13,14,23,27,07
3156,03029,02,07,15,26,29,32,10
3157,03028,06,13,16,20,28,32,07
3158,03027,01,11,14,17,27,28,15
3159,03026,08,13,15,26,29,31,16
3160,03025,01,05,11,13,14,27,12
3161,03024,02,07,15,17,22,30,14
3162,03023,01,10,20,22,26,31,02
3163,03022,02,07,11,12,14,32,08
3164,03021,14,15,18,25,26,30,01
3165,03020,07,10,25,26,27,32,04
3166,03019,04,08,12,13,16,33,09
3167,03018,05,16,19,20,25,28,13
3168,03017,05,08,18,23,25,31,06
3169,03016,11,17,28,30,31,33,06
3170,03015,04,11,19,25,26,32,13
3171,03014,03,05,07,08,21,31,02
3172,03013,08,13,17,21,23,32,12
3173,03012,02,12,16,17,27,30,12
3174,03011,04,05,11,12,30,32,15
3175,03010,01,02,08,13,17,24,13
3176,03009,05,09,18,20,22,30,09
3177,03008,05,08,09,14,17,23,08
3178,03007,01,09,19,21,23,26,07
3179,03006,01,03,10,21,26,27,06
3180,03005,04,06,15,17,30,31,16
3181,03004,04,06,07,10,13,25,03
3182,03003,01,07,10,23,28,32,16
3183,03002,04,09,19,20,21,26,12
3184,03001,10,11,12,13,26,28,11
